"","municipio","uf","lat","long"
"433","Leandro Ferreira","MG",-19.7172536,-45.0229011
"434","Leme do Prado","MG",-17.0812677,-42.6951989
"435","Leopoldina","MG",-21.5387026428571,-42.6401049607143
"436","Liberdade","MG",-22.0270029,-44.3173015
"437","Lima Duarte","MG",-21.8481435,-43.8075982
"438","Limeira do Oeste","MG",-19.5523163,-50.5773174
"439","Lontra","MG",-21.266667,-43.383333
"440","Luisburgo","MG",-20.4385706333333,-42.1025048666667
"441","Luislândia","MG",-16.1148964,-44.5839915
"442","Luminárias","MG",-21.5071013,-44.9129003
"443","Luz","MG",-19.7972164647059,-45.6838562058823
"444","Machacalis","MG",-17.0776385,-40.7183521
"445","Machado","MG",-21.6755252388889,-45.91984175
"446","Madre de Deus de Minas","MG",-21.4821197,-44.333558
"447","Malacacheta","MG",-17.8424026,-42.078374
"448","Mamonas","MG",-15.0489881,-42.9468237
"449","Manga","MG",-14.7562289,-43.9321492
"450","Manhuaçu","MG",-20.2586826928571,-42.03982755
"451","Manhumirim","MG",-20.3590358,-41.9534598555556
"452","Mantena","MG",-18.7710414,-40.9772280285714
"453","Mar de Espanha","MG",-21.8694179333333,-43.0109609533333
"454","Maravilhas","MG",-19.5121631,-44.6779677
"455","Maria da Fé","MG",-22.3077,-45.374205275
"456","Mariana","MG",-20.3752532884615,-43.4013532038462
"457","Marilac","MG",-18.5072828,-42.0844705
"458","Maripá de Minas","MG",-21.697048,-42.9636404
"459","Marliéria","MG",-19.7122279,-42.7351873
"460","Marmelópolis","MG",-22.4504873,-45.165141
"461","Martinho Campos","MG",-19.3522156285714,-45.2198196071429
"462","Martins Soares","MG",-20.2605701,-41.8787765
"463","Mata Verde","MG",-15.6913023,-40.7378805
"464","Materlândia","MG",-18.4734916,-43.0574637
"465","Mateus Leme","MG",-19.9881241368421,-44.4310894473684
"466","Mathias Lobato","MG",-18.5755785,-41.9158034
"467","Matias Barbosa","MG",-21.8709981928571,-43.3192406357143
"468","Matias Cardoso","MG",-14.8573954,-43.9164293
"469","Matipó","MG",-20.30109016,-42.3476699
"470","Mato Verde","MG",-15.3940534,-42.8638625
"471","Matozinhos","MG",-19.5587809166667,-44.0711508611111
"472","Matutina","MG",-19.2238753,-45.9705975
"473","Medeiros","MG",-19.9977699,-46.2218164
"474","Medina","MG",-16.2261598,-41.4765021
"475","Mendes Pimentel","MG",-18.660674,-41.4074588
"476","Mercês","MG",-21.2024478333333,-43.3405913
"477","Mesquita","MG",-19.221442,-42.6105842
"478","Minas Novas","MG",-17.21584265,-42.5915644214286
"479","Minduri","MG",-21.6787988,-44.6085416
"480","Mirabela","MG",-16.2496588,-44.1599538
"481","Miradouro","MG",-20.8927191,-42.3407405
"482","Miravânia","MG",-14.7462,-44.4107286
"483","Miraí","MG",-21.1907487,-42.6161114
"484","Moeda","MG",-20.332143075,-44.053697775
"485","Moema","MG",-19.8493072,-45.4137871666667
"486","Monjolos","MG",-18.31966205,-44.1173966
"487","Monsenhor Paulo","MG",-21.7562973,-45.5407745333333
"488","Montalvânia","MG",-14.4222215,-44.3641856
"489","Monte Alegre de Minas","MG",-18.868791475,-48.8762350625
